,trackName,artistName,count,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Means Something,Lizzy McAlpine,96,0.429,0.2,8.0,-14.629,1.0,0.0512,0.825,1.7e-06,0.367,0.357,95.319,audio_features,5L3FlmnCvJY2SN2jzvUwxL,spotify:track:5L3FlmnCvJY2SN2jzvUwxL,https://api.spotify.com/v1/tracks/5L3FlmnCvJY2SN2jzvUwxL,https://api.spotify.com/v1/audio-analysis/5L3FlmnCvJY2SN2jzvUwxL,144632.0,4.0
1,How,Elina,78,0.502,0.127,1.0,-13.642,1.0,0.0587,0.931,0.0,0.122,0.485,77.198,audio_features,1M2HXn0iXRD7KDJqtdGARb,spotify:track:1M2HXn0iXRD7KDJqtdGARb,https://api.spotify.com/v1/tracks/1M2HXn0iXRD7KDJqtdGARb,https://api.spotify.com/v1/audio-analysis/1M2HXn0iXRD7KDJqtdGARb,143704.0,4.0
2,When You Lose Someone,Nina Nesbitt,74,0.527,0.415,3.0,-4.743,1.0,0.0303,0.264,0.0,0.093,0.341,130.005,audio_features,3ECh9S9MgoL9SrpZFh0Y5Z,spotify:track:3ECh9S9MgoL9SrpZFh0Y5Z,https://api.spotify.com/v1/tracks/3ECh9S9MgoL9SrpZFh0Y5Z,https://api.spotify.com/v1/audio-analysis/3ECh9S9MgoL9SrpZFh0Y5Z,200282.0,4.0
3,ceilings,Lizzy McAlpine,73,0.516,0.322,9.0,-11.762,1.0,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,2L9N0zZnd37dwF0clgxMGI,spotify:track:2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI,182888.0,3.0
4,hate to be lame,Lizzy McAlpine,72,0.522,0.251,10.0,-12.626,0.0,0.0603,0.871,0.000258,0.0769,0.303,137.366,audio_features,26MJjeJ0NSOQDKeZzrEFMl,spotify:track:26MJjeJ0NSOQDKeZzrEFMl,https://api.spotify.com/v1/tracks/26MJjeJ0NSOQDKeZzrEFMl,https://api.spotify.com/v1/audio-analysis/26MJjeJ0NSOQDKeZzrEFMl,156798.0,3.0
5,Stay,Gracie Abrams,72,0.618,0.37,10.0,-10.5,1.0,0.0543,0.883,0.0,0.123,0.433,114.26,audio_features,0Uon5NsSAkBDx69XYOaQ5P,spotify:track:0Uon5NsSAkBDx69XYOaQ5P,https://api.spotify.com/v1/tracks/0Uon5NsSAkBDx69XYOaQ5P,https://api.spotify.com/v1/audio-analysis/0Uon5NsSAkBDx69XYOaQ5P,177153.0,4.0
6,please,Chelsea Cutler,72,0.718,0.166,6.0,-15.82,0.0,0.0344,0.887,0.0216,0.131,0.237,97.947,audio_features,0TzeZppPwhEhySYaNRulr9,spotify:track:0TzeZppPwhEhySYaNRulr9,https://api.spotify.com/v1/tracks/0TzeZppPwhEhySYaNRulr9,https://api.spotify.com/v1/audio-analysis/0TzeZppPwhEhySYaNRulr9,219067.0,4.0
7,Unknown Track,Unknown Artist,71,0.286,0.00631,8.0,-42.724,1.0,0.0282,0.00017,0.0658,0.0615,0.0627,103.36,audio_features,47FlbrwMWmaaC87mkVbwcZ,spotify:track:47FlbrwMWmaaC87mkVbwcZ,https://api.spotify.com/v1/tracks/47FlbrwMWmaaC87mkVbwcZ,https://api.spotify.com/v1/audio-analysis/47FlbrwMWmaaC87mkVbwcZ,56750.0,3.0
8,False Art,Ben Kessler,67,0.588,0.402,2.0,-11.551,1.0,0.172,0.668,6.77e-06,0.33,0.267,91.257,audio_features,5eBZPQjBjCRXKsu9DnfS21,spotify:track:5eBZPQjBjCRXKsu9DnfS21,https://api.spotify.com/v1/tracks/5eBZPQjBjCRXKsu9DnfS21,https://api.spotify.com/v1/audio-analysis/5eBZPQjBjCRXKsu9DnfS21,183454.0,4.0
9,Meant To Be,Ber,66,0.5,0.156,1.0,-11.472,1.0,0.0469,0.87,0.0,0.125,0.405,173.794,audio_features,0wxGIpOZbDR4RGy1sh3XhR,spotify:track:0wxGIpOZbDR4RGy1sh3XhR,https://api.spotify.com/v1/tracks/0wxGIpOZbDR4RGy1sh3XhR,https://api.spotify.com/v1/audio-analysis/0wxGIpOZbDR4RGy1sh3XhR,163227.0,4.0
10,Paper Planes,Elina,62,0.529,0.351,1.0,-12.484,1.0,0.0368,0.543,0.0,0.0851,0.529,147.815,audio_features,5GzgEC6pWf1USZsCtkG8yC,spotify:track:5GzgEC6pWf1USZsCtkG8yC,https://api.spotify.com/v1/tracks/5GzgEC6pWf1USZsCtkG8yC,https://api.spotify.com/v1/audio-analysis/5GzgEC6pWf1USZsCtkG8yC,199981.0,4.0
11,can I call you back?,shy martin,59,0.647,0.319,9.0,-9.987,1.0,0.0367,0.827,0.0,0.133,0.267,126.243,audio_features,3bWubl9oMzs5Z1n5KZXSSz,spotify:track:3bWubl9oMzs5Z1n5KZXSSz,https://api.spotify.com/v1/tracks/3bWubl9oMzs5Z1n5KZXSSz,https://api.spotify.com/v1/audio-analysis/3bWubl9oMzs5Z1n5KZXSSz,153059.0,4.0
12,For All You Give,The Paper Kites,59,0.499,0.142,11.0,-17.142,0.0,0.0387,0.956,0.0029,0.109,0.354,138.726,audio_features,6LLb6rVMgQnGNZwwHSxTzn,spotify:track:6LLb6rVMgQnGNZwwHSxTzn,https://api.spotify.com/v1/tracks/6LLb6rVMgQnGNZwwHSxTzn,https://api.spotify.com/v1/audio-analysis/6LLb6rVMgQnGNZwwHSxTzn,191235.0,4.0
13,Slow,shy martin,59,0.636,0.243,2.0,-9.509,1.0,0.04,0.815,0.0,0.111,0.239,142.016,audio_features,1Ia95g66IhlAJ3qVI4qI8W,spotify:track:1Ia95g66IhlAJ3qVI4qI8W,https://api.spotify.com/v1/tracks/1Ia95g66IhlAJ3qVI4qI8W,https://api.spotify.com/v1/audio-analysis/1Ia95g66IhlAJ3qVI4qI8W,163547.0,4.0
14,I Think I,Ben Kessler,59,0.557,0.487,3.0,-10.003,1.0,0.0405,0.437,0.00987,0.167,0.504,158.877,audio_features,4v7shHT3eXpvBoG5k2OMIM,spotify:track:4v7shHT3eXpvBoG5k2OMIM,https://api.spotify.com/v1/tracks/4v7shHT3eXpvBoG5k2OMIM,https://api.spotify.com/v1/audio-analysis/4v7shHT3eXpvBoG5k2OMIM,169412.0,3.0
15,could you love me while i hate myself,Zeph,57,0.68,0.406,9.0,-11.313,1.0,0.0414,0.782,0.00019,0.11,0.551,119.901,audio_features,7uo2L5FAja3pWIBa3HJVeC,spotify:track:7uo2L5FAja3pWIBa3HJVeC,https://api.spotify.com/v1/tracks/7uo2L5FAja3pWIBa3HJVeC,https://api.spotify.com/v1/audio-analysis/7uo2L5FAja3pWIBa3HJVeC,60333.0,4.0
16,Favourite Ex,Maisie Peters,57,0.396,0.177,5.0,-10.277,1.0,0.0378,0.718,0.0,0.139,0.221,177.215,audio_features,1a1SQeSqUKzH5OUVTEx4ae,spotify:track:1a1SQeSqUKzH5OUVTEx4ae,https://api.spotify.com/v1/tracks/1a1SQeSqUKzH5OUVTEx4ae,https://api.spotify.com/v1/audio-analysis/1a1SQeSqUKzH5OUVTEx4ae,201694.0,3.0
17,Ordinary People,Blake Rose,57,0.363,0.12,7.0,-11.662,1.0,0.0358,0.899,2.34e-05,0.162,0.176,71.023,audio_features,3y8PDnOgyPXasEnEoYKXwb,spotify:track:3y8PDnOgyPXasEnEoYKXwb,https://api.spotify.com/v1/tracks/3y8PDnOgyPXasEnEoYKXwb,https://api.spotify.com/v1/audio-analysis/3y8PDnOgyPXasEnEoYKXwb,253597.0,4.0
18,this is how you fall in love,Jeremy Zucker,56,0.441,0.202,7.0,-12.499,1.0,0.0381,0.732,2.6e-05,0.126,0.269,77.971,audio_features,1aEsTgCsv8nOjEgyEoRCpS,spotify:track:1aEsTgCsv8nOjEgyEoRCpS,https://api.spotify.com/v1/tracks/1aEsTgCsv8nOjEgyEoRCpS,https://api.spotify.com/v1/audio-analysis/1aEsTgCsv8nOjEgyEoRCpS,174587.0,4.0
19,How Do I Tell You?,Lizzy McAlpine,55,0.551,0.162,7.0,-13.746,1.0,0.0623,0.921,2.49e-06,0.141,0.158,165.422,audio_features,3s08bSH1iMzwpbt3EgF97W,spotify:track:3s08bSH1iMzwpbt3EgF97W,https://api.spotify.com/v1/tracks/3s08bSH1iMzwpbt3EgF97W,https://api.spotify.com/v1/audio-analysis/3s08bSH1iMzwpbt3EgF97W,186867.0,4.0
20,Forget I Exist,Sam MacPherson,55,0.662,0.399,7.0,-8.933,1.0,0.0314,0.491,2.4e-05,0.127,0.265,96.05,audio_features,54q7FLhWb9FEObFBziNRTq,spotify:track:54q7FLhWb9FEObFBziNRTq,https://api.spotify.com/v1/tracks/54q7FLhWb9FEObFBziNRTq,https://api.spotify.com/v1/audio-analysis/54q7FLhWb9FEObFBziNRTq,172627.0,4.0
21,Apple Pie,Lizzy McAlpine,53,0.518,0.208,10.0,-12.273,1.0,0.0363,0.855,5.15e-06,0.12,0.42,179.836,audio_features,0zLnAV1lYEhVnKk3ITmCym,spotify:track:0zLnAV1lYEhVnKk3ITmCym,https://api.spotify.com/v1/tracks/0zLnAV1lYEhVnKk3ITmCym,https://api.spotify.com/v1/audio-analysis/0zLnAV1lYEhVnKk3ITmCym,259167.0,4.0
22,i don't miss u,carobae,53,0.383,0.292,3.0,-7.621,1.0,0.105,0.855,0.0,0.117,0.0767,76.347,audio_features,1Ui5h8uVd1Mbzw0xD9QOjh,spotify:track:1Ui5h8uVd1Mbzw0xD9QOjh,https://api.spotify.com/v1/tracks/1Ui5h8uVd1Mbzw0xD9QOjh,https://api.spotify.com/v1/audio-analysis/1Ui5h8uVd1Mbzw0xD9QOjh,178896.0,1.0
23,better off,Jeremy Zucker,48,0.708,0.322,8.0,-12.46,0.0,0.0371,0.747,9.24e-05,0.137,0.46,98.892,audio_features,7bdYxWPCs46dQ0XLwySOyv,spotify:track:7bdYxWPCs46dQ0XLwySOyv,https://api.spotify.com/v1/tracks/7bdYxWPCs46dQ0XLwySOyv,https://api.spotify.com/v1/audio-analysis/7bdYxWPCs46dQ0XLwySOyv,193947.0,4.0
24,Memory Lane,Haley Joelle,47,0.488,0.103,1.0,-12.009,1.0,0.0522,0.933,0.0,0.107,0.326,120.141,audio_features,1KMEDSIl2j1NwYa9mgvMyg,spotify:track:1KMEDSIl2j1NwYa9mgvMyg,https://api.spotify.com/v1/tracks/1KMEDSIl2j1NwYa9mgvMyg,https://api.spotify.com/v1/audio-analysis/1KMEDSIl2j1NwYa9mgvMyg,154000.0,4.0
25,Free,Elina,45,0.627,0.213,10.0,-12.634,1.0,0.0349,0.877,0.0,0.204,0.18,92.054,audio_features,3hOWsTM9OpI6c72iQHP4EB,spotify:track:3hOWsTM9OpI6c72iQHP4EB,https://api.spotify.com/v1/tracks/3hOWsTM9OpI6c72iQHP4EB,https://api.spotify.com/v1/audio-analysis/3hOWsTM9OpI6c72iQHP4EB,199463.0,4.0
26,Yellow Lights,Harry Hudson,44,0.444,0.21,3.0,-10.811,1.0,0.0516,0.844,0.0,0.0956,0.306,145.944,audio_features,524dq3zKwXrP4uPL6VwoWT,spotify:track:524dq3zKwXrP4uPL6VwoWT,https://api.spotify.com/v1/tracks/524dq3zKwXrP4uPL6VwoWT,https://api.spotify.com/v1/audio-analysis/524dq3zKwXrP4uPL6VwoWT,171382.0,1.0
27,Give Me A Minute,Lizzy McAlpine,44,0.668,0.211,9.0,-15.532,0.0,0.031,0.792,0.0002,0.108,0.259,111.969,audio_features,3YyASDEwePUZaPcgCjGOoV,spotify:track:3YyASDEwePUZaPcgCjGOoV,https://api.spotify.com/v1/tracks/3YyASDEwePUZaPcgCjGOoV,https://api.spotify.com/v1/audio-analysis/3YyASDEwePUZaPcgCjGOoV,157493.0,3.0
28,Older Than I Am,Lennon Stella,43,0.44,0.306,9.0,-8.947,1.0,0.0363,0.891,0.0,0.103,0.201,117.288,audio_features,15VDHAMS4JCLziCjNkmQl1,spotify:track:15VDHAMS4JCLziCjNkmQl1,https://api.spotify.com/v1/tracks/15VDHAMS4JCLziCjNkmQl1,https://api.spotify.com/v1/audio-analysis/15VDHAMS4JCLziCjNkmQl1,181533.0,4.0
29,I Don't Need You To Survive,Delaney Bailey,43,0.386,0.138,3.0,-14.725,0.0,0.046,0.93,2.4e-06,0.297,0.416,109.346,audio_features,5xBe1lhYyqrdYmxz1TPhTE,spotify:track:5xBe1lhYyqrdYmxz1TPhTE,https://api.spotify.com/v1/tracks/5xBe1lhYyqrdYmxz1TPhTE,https://api.spotify.com/v1/audio-analysis/5xBe1lhYyqrdYmxz1TPhTE,127567.0,3.0
30,Finish Line,Delaney Bailey,42,0.488,0.175,2.0,-16.332,1.0,0.0334,0.655,0.0111,0.33,0.192,109.192,audio_features,03ZKxhlHbEK1L6xZHUEd5l,spotify:track:03ZKxhlHbEK1L6xZHUEd5l,https://api.spotify.com/v1/tracks/03ZKxhlHbEK1L6xZHUEd5l,https://api.spotify.com/v1/audio-analysis/03ZKxhlHbEK1L6xZHUEd5l,158049.0,5.0
31,Codependent,Sophie Holohan,42,0.345,0.25,8.0,-8.763,1.0,0.0398,0.718,0.0,0.116,0.124,197.81,audio_features,1RXysmMeZ1jvYgkpkCyYfi,spotify:track:1RXysmMeZ1jvYgkpkCyYfi,https://api.spotify.com/v1/tracks/1RXysmMeZ1jvYgkpkCyYfi,https://api.spotify.com/v1/audio-analysis/1RXysmMeZ1jvYgkpkCyYfi,199829.0,4.0
32,the first one,carobae,42,0.739,0.399,1.0,-10.057,1.0,0.0556,0.803,0.0,0.162,0.489,104.009,audio_features,5X8DWoEdCncXB5FcezQOE6,spotify:track:5X8DWoEdCncXB5FcezQOE6,https://api.spotify.com/v1/tracks/5X8DWoEdCncXB5FcezQOE6,https://api.spotify.com/v1/audio-analysis/5X8DWoEdCncXB5FcezQOE6,167867.0,4.0
33,Mirage,Elina,42,0.515,0.251,6.0,-11.646,0.0,0.0851,0.794,0.0,0.139,0.221,117.139,audio_features,1emAqEEKHGpdFx6H2YJTiG,spotify:track:1emAqEEKHGpdFx6H2YJTiG,https://api.spotify.com/v1/tracks/1emAqEEKHGpdFx6H2YJTiG,https://api.spotify.com/v1/audio-analysis/1emAqEEKHGpdFx6H2YJTiG,164898.0,4.0
34,"I miss you, I’m sorry",Gracie Abrams,41,0.445,0.455,7.0,-6.405,1.0,0.0575,0.731,1.47e-06,0.124,0.151,109.885,audio_features,4nyF5lmSziBAt7ESAUjpbx,spotify:track:4nyF5lmSziBAt7ESAUjpbx,https://api.spotify.com/v1/tracks/4nyF5lmSziBAt7ESAUjpbx,https://api.spotify.com/v1/audio-analysis/4nyF5lmSziBAt7ESAUjpbx,167538.0,5.0
35,called you again,Lizzy McAlpine,41,0.484,0.306,7.0,-10.36,1.0,0.0471,0.797,0.000309,0.116,0.482,129.201,audio_features,6JHwXVyjq2SYY7mVqgpTDj,spotify:track:6JHwXVyjq2SYY7mVqgpTDj,https://api.spotify.com/v1/tracks/6JHwXVyjq2SYY7mVqgpTDj,https://api.spotify.com/v1/audio-analysis/6JHwXVyjq2SYY7mVqgpTDj,192757.0,4.0
36,It Could Be Worse,Ben Kessler,40,0.485,0.235,5.0,-14.285,1.0,0.0957,0.452,0.000759,0.366,0.112,99.086,audio_features,7yswZLCCf3jY67vhBO03oJ,spotify:track:7yswZLCCf3jY67vhBO03oJ,https://api.spotify.com/v1/tracks/7yswZLCCf3jY67vhBO03oJ,https://api.spotify.com/v1/audio-analysis/7yswZLCCf3jY67vhBO03oJ,93833.0,5.0
37,The Best You Had,Nina Nesbitt,40,0.69,0.582,5.0,-6.259,0.0,0.0333,0.358,0.0,0.0776,0.448,122.02,audio_features,3i0VfLdOUCks9DmAht65XI,spotify:track:3i0VfLdOUCks9DmAht65XI,https://api.spotify.com/v1/tracks/3i0VfLdOUCks9DmAht65XI,https://api.spotify.com/v1/audio-analysis/3i0VfLdOUCks9DmAht65XI,176853.0,4.0
38,you were good to me,Jeremy Zucker,39,0.561,0.0848,2.0,-15.099,1.0,0.0404,0.913,2.62e-05,0.112,0.206,102.128,audio_features,4CxFN5zON70B3VOPBYbd6P,spotify:track:4CxFN5zON70B3VOPBYbd6P,https://api.spotify.com/v1/tracks/4CxFN5zON70B3VOPBYbd6P,https://api.spotify.com/v1/audio-analysis/4CxFN5zON70B3VOPBYbd6P,219147.0,4.0
39,Same Boat,Lizzy McAlpine,39,0.47,0.148,2.0,-11.915,1.0,0.0459,0.927,0.0,0.0989,0.273,94.585,audio_features,4PCsSHOvnIXh2TBdEzb0pr,spotify:track:4PCsSHOvnIXh2TBdEzb0pr,https://api.spotify.com/v1/tracks/4PCsSHOvnIXh2TBdEzb0pr,https://api.spotify.com/v1/audio-analysis/4PCsSHOvnIXh2TBdEzb0pr,202800.0,4.0
40,Flight Risk,Tommy Lefroy,39,0.348,0.165,6.0,-6.816,1.0,0.0439,0.418,0.0,0.162,0.109,47.971,audio_features,0kAsY8KaG5sM6uwAEt3qyg,spotify:track:0kAsY8KaG5sM6uwAEt3qyg,https://api.spotify.com/v1/tracks/0kAsY8KaG5sM6uwAEt3qyg,https://api.spotify.com/v1/audio-analysis/0kAsY8KaG5sM6uwAEt3qyg,59027.0,4.0
41,Gone,Blake Rose,39,0.317,0.545,11.0,-6.439,0.0,0.0468,0.039,0.0,0.116,0.14,139.014,audio_features,2dPT9UxyHm71quNyj3C4YE,spotify:track:2dPT9UxyHm71quNyj3C4YE,https://api.spotify.com/v1/tracks/2dPT9UxyHm71quNyj3C4YE,https://api.spotify.com/v1/audio-analysis/2dPT9UxyHm71quNyj3C4YE,205462.0,5.0
42,the author,Luz,39,0.354,0.264,0.0,-12.571,1.0,0.0544,0.832,0.0,0.11,0.227,80.567,audio_features,0uqFo6F9DppKZtwm3zhG3s,spotify:track:0uqFo6F9DppKZtwm3zhG3s,https://api.spotify.com/v1/tracks/0uqFo6F9DppKZtwm3zhG3s,https://api.spotify.com/v1/audio-analysis/0uqFo6F9DppKZtwm3zhG3s,217213.0,4.0
43,Paint,The Paper Kites,38,0.364,0.308,4.0,-13.052,1.0,0.0402,0.895,0.0023,0.123,0.387,73.328,audio_features,6uHvbKL0Yi37AuvNRmUfMw,spotify:track:6uHvbKL0Yi37AuvNRmUfMw,https://api.spotify.com/v1/tracks/6uHvbKL0Yi37AuvNRmUfMw,https://api.spotify.com/v1/audio-analysis/6uHvbKL0Yi37AuvNRmUfMw,191773.0,4.0
44,Men On The Moon,Chelsea Cutler,38,0.555,0.562,8.0,-6.825,1.0,0.0252,0.0608,0.00211,0.158,0.109,79.484,audio_features,17mTYn5eDcBf54CMqwloos,spotify:track:17mTYn5eDcBf54CMqwloos,https://api.spotify.com/v1/tracks/17mTYn5eDcBf54CMqwloos,https://api.spotify.com/v1/audio-analysis/17mTYn5eDcBf54CMqwloos,220800.0,4.0
45,Worst of You,Maisie Peters,38,0.741,0.466,4.0,-7.258,1.0,0.0357,0.558,0.0,0.0583,0.351,102.058,audio_features,54iSfkh69fxhnSNrgvTEBp,spotify:track:54iSfkh69fxhnSNrgvTEBp,https://api.spotify.com/v1/tracks/54iSfkh69fxhnSNrgvTEBp,https://api.spotify.com/v1/audio-analysis/54iSfkh69fxhnSNrgvTEBp,197369.0,4.0
46,idk,Haley Joelle,37,0.526,0.269,4.0,-7.828,1.0,0.0288,0.732,0.0,0.11,0.265,102.359,audio_features,2HNbvHCoekdIiRWjhoZ9eQ,spotify:track:2HNbvHCoekdIiRWjhoZ9eQ,https://api.spotify.com/v1/tracks/2HNbvHCoekdIiRWjhoZ9eQ,https://api.spotify.com/v1/audio-analysis/2HNbvHCoekdIiRWjhoZ9eQ,210747.0,4.0
47,Doomsday,Matilda Mann,37,0.561,0.393,6.0,-10.728,1.0,0.0369,0.867,0.0,0.121,0.166,121.792,audio_features,5jxjLdZXCqZlAOCC1OHOmc,spotify:track:5jxjLdZXCqZlAOCC1OHOmc,https://api.spotify.com/v1/tracks/5jxjLdZXCqZlAOCC1OHOmc,https://api.spotify.com/v1/audio-analysis/5jxjLdZXCqZlAOCC1OHOmc,189507.0,4.0
48,All I Want,Kodaline,37,0.188,0.411,0.0,-9.733,1.0,0.0484,0.174,0.153,0.0843,0.159,187.376,audio_features,0NlGoUyOJSuSHmngoibVAs,spotify:track:0NlGoUyOJSuSHmngoibVAs,https://api.spotify.com/v1/tracks/0NlGoUyOJSuSHmngoibVAs,https://api.spotify.com/v1/audio-analysis/0NlGoUyOJSuSHmngoibVAs,305747.0,3.0
49,Is It Just Me?,Emily Burns,37,0.716,0.316,1.0,-6.902,0.0,0.0505,0.746,0.0,0.104,0.243,73.037,audio_features,1o2E5CwlBWuVElc41EqOSU,spotify:track:1o2E5CwlBWuVElc41EqOSU,https://api.spotify.com/v1/tracks/1o2E5CwlBWuVElc41EqOSU,https://api.spotify.com/v1/audio-analysis/1o2E5CwlBWuVElc41EqOSU,203731.0,4.0
50,dance around,carobae,36,0.513,0.217,10.0,-6.631,1.0,0.0677,0.874,0.0,0.105,0.628,158.977,audio_features,0E2qrXXGhi6Aje9Dxx4BG2,spotify:track:0E2qrXXGhi6Aje9Dxx4BG2,https://api.spotify.com/v1/tracks/0E2qrXXGhi6Aje9Dxx4BG2,https://api.spotify.com/v1/audio-analysis/0E2qrXXGhi6Aje9Dxx4BG2,147125.0,4.0
51,Mean It,Gracie Abrams,36,0.562,0.304,9.0,-9.504,0.0,0.0595,0.846,1.34e-06,0.1,0.128,123.078,audio_features,5IyuGEmlFsnp1TN1M9OSd8,spotify:track:5IyuGEmlFsnp1TN1M9OSd8,https://api.spotify.com/v1/tracks/5IyuGEmlFsnp1TN1M9OSd8,https://api.spotify.com/v1/audio-analysis/5IyuGEmlFsnp1TN1M9OSd8,171139.0,1.0
52,Decimal,Novo Amor,36,0.577,0.434,7.0,-8.437,1.0,0.0303,0.887,0.215,0.0822,0.321,79.497,audio_features,6eusWfAal7mOOLr0XFLkiY,spotify:track:6eusWfAal7mOOLr0XFLkiY,https://api.spotify.com/v1/tracks/6eusWfAal7mOOLr0XFLkiY,https://api.spotify.com/v1/audio-analysis/6eusWfAal7mOOLr0XFLkiY,178627.0,4.0
53,This Town,Niall Horan,35,0.677,0.401,9.0,-8.467,1.0,0.0308,0.712,0.0,0.116,0.195,111.825,audio_features,0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS,232852.0,4.0
54,I Knew,Lizzy McAlpine,34,0.38,0.238,2.0,-13.212,1.0,0.05,0.898,1.34e-05,0.103,0.328,56.436,audio_features,2A1HiGqQd4KNEyiE994v55,spotify:track:2A1HiGqQd4KNEyiE994v55,https://api.spotify.com/v1/tracks/2A1HiGqQd4KNEyiE994v55,https://api.spotify.com/v1/audio-analysis/2A1HiGqQd4KNEyiE994v55,194840.0,4.0
55,Jealous of Paris,Haley Joelle,34,0.349,0.337,3.0,-9.267,1.0,0.0507,0.838,1.57e-06,0.196,0.442,181.694,audio_features,2bS4tGfbBQ7Psy1NjzruK0,spotify:track:2bS4tGfbBQ7Psy1NjzruK0,https://api.spotify.com/v1/tracks/2bS4tGfbBQ7Psy1NjzruK0,https://api.spotify.com/v1/audio-analysis/2bS4tGfbBQ7Psy1NjzruK0,141639.0,3.0
56,nobody likes a secret,Lizzy McAlpine,34,0.678,0.0955,3.0,-16.151,1.0,0.055,0.873,4.97e-05,0.115,0.298,61.347,audio_features,7lLFkJIGJqdz3Oe6XmiYKV,spotify:track:7lLFkJIGJqdz3Oe6XmiYKV,https://api.spotify.com/v1/tracks/7lLFkJIGJqdz3Oe6XmiYKV,https://api.spotify.com/v1/audio-analysis/7lLFkJIGJqdz3Oe6XmiYKV,108778.0,3.0
57,July (feat. Leon Bridges),Noah Cyrus,34,0.708,0.211,9.0,-9.603,0.0,0.0424,0.853,0.0,0.131,0.362,72.5,audio_features,3V0nnQhqvbE3JmiDdnzQFQ,spotify:track:3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/tracks/3V0nnQhqvbE3JmiDdnzQFQ,https://api.spotify.com/v1/audio-analysis/3V0nnQhqvbE3JmiDdnzQFQ,152280.0,4.0
58,Crosswords,Olivia Dean,34,0.645,0.255,11.0,-10.581,1.0,0.0545,0.589,0.0,0.174,0.406,94.973,audio_features,094OGVJzllUzmdLvA31GqU,spotify:track:094OGVJzllUzmdLvA31GqU,https://api.spotify.com/v1/tracks/094OGVJzllUzmdLvA31GqU,https://api.spotify.com/v1/audio-analysis/094OGVJzllUzmdLvA31GqU,153446.0,4.0
59,Are you happy?,shy martin,34,0.632,0.578,9.0,-7.657,0.0,0.0905,0.714,0.0,0.42,0.297,139.324,audio_features,6s86N7LVaJZuU4alwKp6XO,spotify:track:6s86N7LVaJZuU4alwKp6XO,https://api.spotify.com/v1/tracks/6s86N7LVaJZuU4alwKp6XO,https://api.spotify.com/v1/audio-analysis/6s86N7LVaJZuU4alwKp6XO,157556.0,4.0
60,Two Punks In Love,bülow,33,0.498,0.418,0.0,-6.294,1.0,0.0539,0.881,0.0,0.113,0.796,190.078,audio_features,4dIPtEnmudhZPD8MsAtzSK,spotify:track:4dIPtEnmudhZPD8MsAtzSK,https://api.spotify.com/v1/tracks/4dIPtEnmudhZPD8MsAtzSK,https://api.spotify.com/v1/audio-analysis/4dIPtEnmudhZPD8MsAtzSK,195347.0,4.0
61,Sleeping with Roses,Chelsea Cutler,33,0.463,0.102,2.0,-14.066,1.0,0.0446,0.978,2.63e-05,0.135,0.0381,88.242,audio_features,06zMNCl3ycjhsH46OFqliy,spotify:track:06zMNCl3ycjhsH46OFqliy,https://api.spotify.com/v1/tracks/06zMNCl3ycjhsH46OFqliy,https://api.spotify.com/v1/audio-analysis/06zMNCl3ycjhsH46OFqliy,80653.0,4.0
62,When The World Stopped Moving,Lizzy McAlpine,33,0.442,0.0597,3.0,-18.565,1.0,0.0481,0.928,0.000366,0.101,0.265,167.472,audio_features,7JgDvGmgeKcdM633G1XAo9,spotify:track:7JgDvGmgeKcdM633G1XAo9,https://api.spotify.com/v1/tracks/7JgDvGmgeKcdM633G1XAo9,https://api.spotify.com/v1/audio-analysis/7JgDvGmgeKcdM633G1XAo9,194279.0,4.0
63,Bloom - Bonus Track,The Paper Kites,33,0.591,0.416,1.0,-9.794,1.0,0.0246,0.882,0.000641,0.112,0.415,96.003,audio_features,1HMQmOWrkieKYWlFsjUP3D,spotify:track:1HMQmOWrkieKYWlFsjUP3D,https://api.spotify.com/v1/tracks/1HMQmOWrkieKYWlFsjUP3D,https://api.spotify.com/v1/audio-analysis/1HMQmOWrkieKYWlFsjUP3D,210080.0,4.0
64,Here With Me,Elina,33,0.433,0.267,7.0,-10.419,1.0,0.0469,0.681,0.0,0.0811,0.255,93.072,audio_features,02VOS5QRFc6i1XQVROAeDi,spotify:track:02VOS5QRFc6i1XQVROAeDi,https://api.spotify.com/v1/tracks/02VOS5QRFc6i1XQVROAeDi,https://api.spotify.com/v1/audio-analysis/02VOS5QRFc6i1XQVROAeDi,196365.0,4.0
65,Fall For You,Sophie Ann,31,0.627,0.435,0.0,-8.602,1.0,0.0374,0.377,0.0,0.254,0.375,147.989,audio_features,2N3ekysMxGbIaezpg3uos6,spotify:track:2N3ekysMxGbIaezpg3uos6,https://api.spotify.com/v1/tracks/2N3ekysMxGbIaezpg3uos6,https://api.spotify.com/v1/audio-analysis/2N3ekysMxGbIaezpg3uos6,178962.0,4.0
