,trackName,artistName,count,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
439,DJ Got Us Fallin' In Love (feat. Pitbull),USHER,9,0.663,0.861,7.0,-3.398,0.0,0.109,0.0338,0.0,0.082,0.654,119.963,audio_features,4356Typ82hUiFAynbLYbPn,spotify:track:4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/tracks/4356Typ82hUiFAynbLYbPn,https://api.spotify.com/v1/audio-analysis/4356Typ82hUiFAynbLYbPn,220800.0,4.0
440,Crying At The Laundrette,Tamzene,9,0.306,0.391,9.0,-6.352,1.0,0.0303,0.801,0.0,0.309,0.238,125.87,audio_features,65vWrQ53MhGAG39Jq2p7as,spotify:track:65vWrQ53MhGAG39Jq2p7as,https://api.spotify.com/v1/tracks/65vWrQ53MhGAG39Jq2p7as,https://api.spotify.com/v1/audio-analysis/65vWrQ53MhGAG39Jq2p7as,231500.0,4.0
441,Over the Rainbow,Israel Kamakawiwo'ole,9,0.671,0.153,0.0,-13.569,1.0,0.0404,0.912,5.53e-05,0.0771,0.658,85.6,audio_features,3oQomOPRNQ5NVFUmLJHbAV,spotify:track:3oQomOPRNQ5NVFUmLJHbAV,https://api.spotify.com/v1/tracks/3oQomOPRNQ5NVFUmLJHbAV,https://api.spotify.com/v1/audio-analysis/3oQomOPRNQ5NVFUmLJHbAV,211933.0,4.0
442,Mess Is Mine,Vance Joy,9,0.595,0.723,7.0,-8.256,1.0,0.0349,0.047,0.0286,0.0995,0.272,108.043,audio_features,29jtZGdgpE2lWm2mkIt6HS,spotify:track:29jtZGdgpE2lWm2mkIt6HS,https://api.spotify.com/v1/tracks/29jtZGdgpE2lWm2mkIt6HS,https://api.spotify.com/v1/audio-analysis/29jtZGdgpE2lWm2mkIt6HS,223640.0,1.0
443,Never Alone,Garrett Kato,9,0.653,0.243,5.0,-15.268,1.0,0.0303,0.884,0.00131,0.118,0.479,105.025,audio_features,19F9zI5CTg1MZAVMA9EQ5P,spotify:track:19F9zI5CTg1MZAVMA9EQ5P,https://api.spotify.com/v1/tracks/19F9zI5CTg1MZAVMA9EQ5P,https://api.spotify.com/v1/audio-analysis/19F9zI5CTg1MZAVMA9EQ5P,143560.0,4.0
444,red flags,Anya Gupta,9,0.732,0.578,11.0,-7.717,1.0,0.0248,0.199,0.000196,0.0866,0.613,107.004,audio_features,2GHPw3OgZzaxksl2IsFaTE,spotify:track:2GHPw3OgZzaxksl2IsFaTE,https://api.spotify.com/v1/tracks/2GHPw3OgZzaxksl2IsFaTE,https://api.spotify.com/v1/audio-analysis/2GHPw3OgZzaxksl2IsFaTE,210348.0,4.0
445,Reckless Lover - Acoustic,Handsome Ghost,9,0.633,0.222,10.0,-10.381,1.0,0.0301,0.855,0.0,0.107,0.61,111.411,audio_features,3cmcy7BwekXhIzysIdhLng,spotify:track:3cmcy7BwekXhIzysIdhLng,https://api.spotify.com/v1/tracks/3cmcy7BwekXhIzysIdhLng,https://api.spotify.com/v1/audio-analysis/3cmcy7BwekXhIzysIdhLng,240579.0,4.0
446,permanent +1,Luz,9,0.61,0.308,11.0,-12.29,1.0,0.0476,0.765,0.0,0.0919,0.282,132.066,audio_features,3ofgZx7BX3AdkFc6usUtnT,spotify:track:3ofgZx7BX3AdkFc6usUtnT,https://api.spotify.com/v1/tracks/3ofgZx7BX3AdkFc6usUtnT,https://api.spotify.com/v1/audio-analysis/3ofgZx7BX3AdkFc6usUtnT,212973.0,4.0
447,Radioactive,Imagine Dragons,9,0.448,0.784,9.0,-3.686,1.0,0.0627,0.106,0.000108,0.668,0.236,136.245,audio_features,4G8gkOterJn0Ywt6uhqbhp,spotify:track:4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/tracks/4G8gkOterJn0Ywt6uhqbhp,https://api.spotify.com/v1/audio-analysis/4G8gkOterJn0Ywt6uhqbhp,186813.0,4.0
448,Coping - Stripped,Rosie Darling,9,0.684,0.336,6.0,-6.864,1.0,0.0357,0.784,0.0,0.0812,0.54,78.88,audio_features,3s3C79MjFdUpiteVD0dbdG,spotify:track:3s3C79MjFdUpiteVD0dbdG,https://api.spotify.com/v1/tracks/3s3C79MjFdUpiteVD0dbdG,https://api.spotify.com/v1/audio-analysis/3s3C79MjFdUpiteVD0dbdG,181720.0,4.0
449,Bleachers,bluffs.,9,0.546,0.363,9.0,-13.027,1.0,0.0302,0.862,0.000153,0.0974,0.434,90.005,audio_features,0dVtDcgWqGSymest1S9IO1,spotify:track:0dVtDcgWqGSymest1S9IO1,https://api.spotify.com/v1/tracks/0dVtDcgWqGSymest1S9IO1,https://api.spotify.com/v1/audio-analysis/0dVtDcgWqGSymest1S9IO1,242000.0,4.0
450,Portland,Sofia Franco,9,0.546,0.165,8.0,-11.567,1.0,0.0377,0.693,0.0,0.0908,0.22,79.44,audio_features,3VuumjbUtihJTDbEB5dFu9,spotify:track:3VuumjbUtihJTDbEB5dFu9,https://api.spotify.com/v1/tracks/3VuumjbUtihJTDbEB5dFu9,https://api.spotify.com/v1/audio-analysis/3VuumjbUtihJTDbEB5dFu9,214937.0,4.0
451,Featherstone,The Paper Kites,9,0.803,0.373,8.0,-13.682,1.0,0.0367,0.869,0.0268,0.104,0.636,124.921,audio_features,5KaN2M7seUV4uyNFp4twv6,spotify:track:5KaN2M7seUV4uyNFp4twv6,https://api.spotify.com/v1/tracks/5KaN2M7seUV4uyNFp4twv6,https://api.spotify.com/v1/audio-analysis/5KaN2M7seUV4uyNFp4twv6,229627.0,4.0
452,i leave early,Maria Kelly,9,0.499,0.245,8.0,-13.618,1.0,0.0357,0.69,0.0116,0.119,0.283,86.945,audio_features,3v6a2Q4iClZE8a2Qv5g60r,spotify:track:3v6a2Q4iClZE8a2Qv5g60r,https://api.spotify.com/v1/tracks/3v6a2Q4iClZE8a2Qv5g60r,https://api.spotify.com/v1/audio-analysis/3v6a2Q4iClZE8a2Qv5g60r,193793.0,4.0
453,Clocks,Coldplay,9,0.577,0.749,5.0,-7.215,0.0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880.0,4.0
454,June,Charlie Burg,9,0.685,0.303,9.0,-12.21,1.0,0.049,0.671,0.0,0.0954,0.542,89.854,audio_features,7dON84qJiYQrScvBUZLuJe,spotify:track:7dON84qJiYQrScvBUZLuJe,https://api.spotify.com/v1/tracks/7dON84qJiYQrScvBUZLuJe,https://api.spotify.com/v1/audio-analysis/7dON84qJiYQrScvBUZLuJe,150700.0,4.0
455,Wolves,Azure Ryder,9,0.584,0.214,2.0,-9.323,1.0,0.0418,0.88,2.52e-05,0.103,0.41,95.822,audio_features,59hfgU3tsQ0zKpSX7toiwn,spotify:track:59hfgU3tsQ0zKpSX7toiwn,https://api.spotify.com/v1/tracks/59hfgU3tsQ0zKpSX7toiwn,https://api.spotify.com/v1/audio-analysis/59hfgU3tsQ0zKpSX7toiwn,163821.0,4.0
456,Grow as We Go,Ben Platt,9,0.458,0.137,8.0,-14.083,1.0,0.0355,0.882,0.0,0.15,0.437,80.824,audio_features,6hYvw3LLTViP2mT4MpDNmT,spotify:track:6hYvw3LLTViP2mT4MpDNmT,https://api.spotify.com/v1/tracks/6hYvw3LLTViP2mT4MpDNmT,https://api.spotify.com/v1/audio-analysis/6hYvw3LLTViP2mT4MpDNmT,249427.0,4.0
457,Holes,Passenger,9,0.431,0.484,4.0,-7.27,1.0,0.0583,0.506,0.0,0.117,0.517,150.739,audio_features,6i1D00RfMyWljXRXz0QGzh,spotify:track:6i1D00RfMyWljXRXz0QGzh,https://api.spotify.com/v1/tracks/6i1D00RfMyWljXRXz0QGzh,https://api.spotify.com/v1/audio-analysis/6i1D00RfMyWljXRXz0QGzh,213173.0,4.0
458,Hope Is A Heartache,LÉON,9,0.468,0.495,5.0,-6.634,1.0,0.0822,0.429,0.0,0.305,0.235,171.4,audio_features,04GQPGMmAm06AFtVgrhWxE,spotify:track:04GQPGMmAm06AFtVgrhWxE,https://api.spotify.com/v1/tracks/04GQPGMmAm06AFtVgrhWxE,https://api.spotify.com/v1/audio-analysis/04GQPGMmAm06AFtVgrhWxE,201401.0,4.0
459,Simple Things (feat. Christina Perri),Alexander Cardinale,9,0.653,0.731,0.0,-6.156,1.0,0.0372,0.227,0.0,0.461,0.458,111.973,audio_features,5r0SIoi8bnhHybW3ykNHts,spotify:track:5r0SIoi8bnhHybW3ykNHts,https://api.spotify.com/v1/tracks/5r0SIoi8bnhHybW3ykNHts,https://api.spotify.com/v1/audio-analysis/5r0SIoi8bnhHybW3ykNHts,187508.0,4.0
460,Sleep On The Floor,The Lumineers,9,0.389,0.431,7.0,-8.061,1.0,0.0344,0.249,0.0,0.13,0.275,142.14,audio_features,5MMZJtHOiH1RmQSSe3DJdg,spotify:track:5MMZJtHOiH1RmQSSe3DJdg,https://api.spotify.com/v1/tracks/5MMZJtHOiH1RmQSSe3DJdg,https://api.spotify.com/v1/audio-analysis/5MMZJtHOiH1RmQSSe3DJdg,211851.0,4.0
461,Hugging You - Acoustic,Tom Rosenthal,9,0.4,0.037,8.0,-20.456,1.0,0.0503,0.957,4.22e-05,0.0964,0.316,77.936,audio_features,7io1erAh1tMxG5VMBC8rVw,spotify:track:7io1erAh1tMxG5VMBC8rVw,https://api.spotify.com/v1/tracks/7io1erAh1tMxG5VMBC8rVw,https://api.spotify.com/v1/audio-analysis/7io1erAh1tMxG5VMBC8rVw,233557.0,4.0
462,I Can See New Zealand From Here,Cooza,9,0.579,0.0434,5.0,-16.025,1.0,0.0422,0.971,1.44e-05,0.105,0.217,134.66,audio_features,3Sj8sORRaM4exIA4oJzdhh,spotify:track:3Sj8sORRaM4exIA4oJzdhh,https://api.spotify.com/v1/tracks/3Sj8sORRaM4exIA4oJzdhh,https://api.spotify.com/v1/audio-analysis/3Sj8sORRaM4exIA4oJzdhh,123375.0,4.0
463,The Boy From Class,Haley Joelle,9,0.518,0.0789,10.0,-14.059,1.0,0.039,0.949,0.0,0.0975,0.584,146.156,audio_features,7mJ4x5OsEPd0w3Tnyn9WDB,spotify:track:7mJ4x5OsEPd0w3Tnyn9WDB,https://api.spotify.com/v1/tracks/7mJ4x5OsEPd0w3Tnyn9WDB,https://api.spotify.com/v1/audio-analysis/7mJ4x5OsEPd0w3Tnyn9WDB,127374.0,4.0
464,That's Us,Anson Seabra,9,0.621,0.108,10.0,-15.399,1.0,0.0493,0.968,1.67e-05,0.137,0.204,129.285,audio_features,7sTDqaGUr9NM8NHQ5SNHi1,spotify:track:7sTDqaGUr9NM8NHQ5SNHi1,https://api.spotify.com/v1/tracks/7sTDqaGUr9NM8NHQ5SNHi1,https://api.spotify.com/v1/audio-analysis/7sTDqaGUr9NM8NHQ5SNHi1,270462.0,4.0
465,Light Year (feat. Lennon Stella),Adam Melchor,9,0.395,0.495,3.0,-9.087,1.0,0.0329,0.496,0.0378,0.12,0.517,168.01,audio_features,7CS9hRKJNmBGWUowSjhedb,spotify:track:7CS9hRKJNmBGWUowSjhedb,https://api.spotify.com/v1/tracks/7CS9hRKJNmBGWUowSjhedb,https://api.spotify.com/v1/audio-analysis/7CS9hRKJNmBGWUowSjhedb,188044.0,4.0
466,Letters,LaPeer,9,0.288,0.18,2.0,-13.685,1.0,0.0371,0.805,0.000108,0.0884,0.317,172.013,audio_features,7CcnoQ1OAwEEsa1t2MBZx8,spotify:track:7CcnoQ1OAwEEsa1t2MBZx8,https://api.spotify.com/v1/tracks/7CcnoQ1OAwEEsa1t2MBZx8,https://api.spotify.com/v1/audio-analysis/7CcnoQ1OAwEEsa1t2MBZx8,206988.0,1.0
467,I Like That,Adam Turley,9,0.72,0.458,8.0,-8.511,1.0,0.0452,0.237,0.0,0.0984,0.516,140.077,audio_features,3dZMaAfbzQP6sPZaxon4I9,spotify:track:3dZMaAfbzQP6sPZaxon4I9,https://api.spotify.com/v1/tracks/3dZMaAfbzQP6sPZaxon4I9,https://api.spotify.com/v1/audio-analysis/3dZMaAfbzQP6sPZaxon4I9,149569.0,4.0
468,I Won't Give Up,Jason Mraz,9,0.483,0.303,4.0,-10.058,1.0,0.0429,0.694,0.0,0.115,0.139,133.406,audio_features,53QF56cjZA9RTuuMZDrSA6,spotify:track:53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/tracks/53QF56cjZA9RTuuMZDrSA6,https://api.spotify.com/v1/audio-analysis/53QF56cjZA9RTuuMZDrSA6,240166.0,3.0
469,In Case You Don't Live Forever,Ben Platt,9,0.529,0.307,9.0,-8.24,1.0,0.0335,0.851,0.0,0.104,0.439,139.785,audio_features,4Svpc4QRvDW0J34AE30S9c,spotify:track:4Svpc4QRvDW0J34AE30S9c,https://api.spotify.com/v1/tracks/4Svpc4QRvDW0J34AE30S9c,https://api.spotify.com/v1/audio-analysis/4Svpc4QRvDW0J34AE30S9c,228960.0,4.0
470,Spaceship (Bonus Track),shy martin,9,0.714,0.298,2.0,-11.524,1.0,0.0468,0.694,0.0,0.121,0.141,127.006,audio_features,5VR6tKa3ltD0FkWBVqL3Pf,spotify:track:5VR6tKa3ltD0FkWBVqL3Pf,https://api.spotify.com/v1/tracks/5VR6tKa3ltD0FkWBVqL3Pf,https://api.spotify.com/v1/audio-analysis/5VR6tKa3ltD0FkWBVqL3Pf,174629.0,4.0
471,It's Okay If You Don't,Hannah Trager,9,0.53,0.352,9.0,-9.62,1.0,0.0315,0.834,0.0,0.105,0.295,92.193,audio_features,2tmlPMVTStfbyZSdaEwsW6,spotify:track:2tmlPMVTStfbyZSdaEwsW6,https://api.spotify.com/v1/tracks/2tmlPMVTStfbyZSdaEwsW6,https://api.spotify.com/v1/audio-analysis/2tmlPMVTStfbyZSdaEwsW6,171700.0,4.0
472,Jesus Couldn't Love Me,Chloe Lilac,9,0.409,0.328,11.0,-10.079,0.0,0.0422,0.839,0.0,0.0938,0.122,140.57,audio_features,2u38U69ABazSHMawCWsXY6,spotify:track:2u38U69ABazSHMawCWsXY6,https://api.spotify.com/v1/tracks/2u38U69ABazSHMawCWsXY6,https://api.spotify.com/v1/audio-analysis/2u38U69ABazSHMawCWsXY6,197680.0,4.0
473,Stay,Seph Cove,9,0.584,0.423,9.0,-11.594,1.0,0.0378,0.684,0.000137,0.157,0.456,89.831,audio_features,2iSNjbzBt5ZVWnyYVII1nG,spotify:track:2iSNjbzBt5ZVWnyYVII1nG,https://api.spotify.com/v1/tracks/2iSNjbzBt5ZVWnyYVII1nG,https://api.spotify.com/v1/audio-analysis/2iSNjbzBt5ZVWnyYVII1nG,228625.0,4.0
474,Hello,Emily Burns,9,0.666,0.554,4.0,-7.415,1.0,0.109,0.128,0.0,0.131,0.474,122.015,audio_features,14a0YvOAe1nT3rfnllJ4D9,spotify:track:14a0YvOAe1nT3rfnllJ4D9,https://api.spotify.com/v1/tracks/14a0YvOAe1nT3rfnllJ4D9,https://api.spotify.com/v1/audio-analysis/14a0YvOAe1nT3rfnllJ4D9,213991.0,4.0
475,Orange Juice,Aimee Vant,9,0.402,0.495,4.0,-8.768,1.0,0.0387,0.8,1.06e-06,0.196,0.457,178.061,audio_features,4fUGzgYPKAIlUdi13uYlHR,spotify:track:4fUGzgYPKAIlUdi13uYlHR,https://api.spotify.com/v1/tracks/4fUGzgYPKAIlUdi13uYlHR,https://api.spotify.com/v1/audio-analysis/4fUGzgYPKAIlUdi13uYlHR,218427.0,3.0
476,Lovely,Fly By Midnight,9,0.548,0.715,0.0,-6.798,1.0,0.0511,0.143,2.21e-06,0.218,0.392,159.92,audio_features,3GmKMMegOOLPByBUzRxqCS,spotify:track:3GmKMMegOOLPByBUzRxqCS,https://api.spotify.com/v1/tracks/3GmKMMegOOLPByBUzRxqCS,https://api.spotify.com/v1/audio-analysis/3GmKMMegOOLPByBUzRxqCS,176975.0,4.0
477,Say Love,James TW,9,0.753,0.451,1.0,-7.638,1.0,0.0561,0.114,1.09e-06,0.369,0.542,84.01,audio_features,49PVaqTTK6qn8Ku5BIR8Gt,spotify:track:49PVaqTTK6qn8Ku5BIR8Gt,https://api.spotify.com/v1/tracks/49PVaqTTK6qn8Ku5BIR8Gt,https://api.spotify.com/v1/audio-analysis/49PVaqTTK6qn8Ku5BIR8Gt,221387.0,4.0
478,Wilderness,Jon Bryant,9,0.499,0.209,3.0,-16.668,1.0,0.0305,0.882,0.00491,0.088,0.138,82.892,audio_features,2dS2710jYUM8gE2V1KC3uG,spotify:track:2dS2710jYUM8gE2V1KC3uG,https://api.spotify.com/v1/tracks/2dS2710jYUM8gE2V1KC3uG,https://api.spotify.com/v1/audio-analysis/2dS2710jYUM8gE2V1KC3uG,269987.0,4.0
479,Forgetting Delaney,Delaney Bailey,9,0.487,0.33,7.0,-11.501,0.0,0.0266,0.463,0.000224,0.0817,0.321,93.946,audio_features,01YcHuIQmLIt5bchtVtViv,spotify:track:01YcHuIQmLIt5bchtVtViv,https://api.spotify.com/v1/tracks/01YcHuIQmLIt5bchtVtViv,https://api.spotify.com/v1/audio-analysis/01YcHuIQmLIt5bchtVtViv,152227.0,4.0
480,What Would I Do Without You,Drew Holcomb & The Neighbors,9,0.602,0.336,8.0,-11.106,1.0,0.0369,0.883,0.0017,0.143,0.335,90.894,audio_features,11TK5KLtLZUdKr1C549bAw,spotify:track:11TK5KLtLZUdKr1C549bAw,https://api.spotify.com/v1/tracks/11TK5KLtLZUdKr1C549bAw,https://api.spotify.com/v1/audio-analysis/11TK5KLtLZUdKr1C549bAw,172213.0,4.0
481,What You've Put Me Through,Hank Compton,9,0.438,0.488,9.0,-11.016,1.0,0.0351,0.91,0.0468,0.0921,0.272,75.071,audio_features,6daWV6mORbtTyxMmuxHuoy,spotify:track:6daWV6mORbtTyxMmuxHuoy,https://api.spotify.com/v1/tracks/6daWV6mORbtTyxMmuxHuoy,https://api.spotify.com/v1/audio-analysis/6daWV6mORbtTyxMmuxHuoy,286731.0,1.0
482,Gin & Tonics,George David,9,0.426,0.286,3.0,-13.347,0.0,0.042,0.718,0.0183,0.164,0.315,137.1,audio_features,2yyDkQwTDkrf9B6t53dgb6,spotify:track:2yyDkQwTDkrf9B6t53dgb6,https://api.spotify.com/v1/tracks/2yyDkQwTDkrf9B6t53dgb6,https://api.spotify.com/v1/audio-analysis/2yyDkQwTDkrf9B6t53dgb6,151304.0,4.0
483,God Only Knows,Matilda Mann,9,0.452,0.0941,8.0,-13.99,0.0,0.0339,0.958,0.0,0.105,0.172,110.325,audio_features,7L4UdecBBFRlL0preuJtXW,spotify:track:7L4UdecBBFRlL0preuJtXW,https://api.spotify.com/v1/tracks/7L4UdecBBFRlL0preuJtXW,https://api.spotify.com/v1/audio-analysis/7L4UdecBBFRlL0preuJtXW,184000.0,4.0
484,When You're Gone,Lex,9,0.662,0.238,6.0,-15.667,1.0,0.0423,0.815,5.86e-06,0.113,0.464,133.016,audio_features,2437fSloMfgI3lzkcaAvdz,spotify:track:2437fSloMfgI3lzkcaAvdz,https://api.spotify.com/v1/tracks/2437fSloMfgI3lzkcaAvdz,https://api.spotify.com/v1/audio-analysis/2437fSloMfgI3lzkcaAvdz,191617.0,4.0
485,Love Seasons,Nina Nesbitt,9,0.688,0.676,5.0,-6.869,0.0,0.0317,0.0413,0.0,0.28,0.741,135.996,audio_features,380v3gb384xxUt8A3C8aqt,spotify:track:380v3gb384xxUt8A3C8aqt,https://api.spotify.com/v1/tracks/380v3gb384xxUt8A3C8aqt,https://api.spotify.com/v1/audio-analysis/380v3gb384xxUt8A3C8aqt,214440.0,4.0
486,Say You Won't Let Go,James Arthur,9,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,audio_features,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/tracks/5uCax9HTNlzGybIStD3vDh,https://api.spotify.com/v1/audio-analysis/5uCax9HTNlzGybIStD3vDh,211467.0,4.0
487,now that i know you,Julian,8,0.384,0.19,0.0,-15.854,1.0,0.0435,0.878,0.00481,0.115,0.439,113.079,audio_features,0yRNJuMiBaqPm8Ngj1ccEn,spotify:track:0yRNJuMiBaqPm8Ngj1ccEn,https://api.spotify.com/v1/tracks/0yRNJuMiBaqPm8Ngj1ccEn,https://api.spotify.com/v1/audio-analysis/0yRNJuMiBaqPm8Ngj1ccEn,162729.0,1.0
488,orange show speedway,Lizzy McAlpine,8,0.63,0.53,1.0,-9.279,1.0,0.0559,0.625,0.00544,0.111,0.575,157.968,audio_features,6Ngps97GnSV17gGxsYX1NZ,spotify:track:6Ngps97GnSV17gGxsYX1NZ,https://api.spotify.com/v1/tracks/6Ngps97GnSV17gGxsYX1NZ,https://api.spotify.com/v1/audio-analysis/6Ngps97GnSV17gGxsYX1NZ,226737.0,3.0
489,Overdose (bedroom session),Tayler Buono,8,0.471,0.258,10.0,-8.142,1.0,0.0515,0.863,2.18e-06,0.0865,0.179,81.798,audio_features,7AkhgDDXgsTJHNSm212PQs,spotify:track:7AkhgDDXgsTJHNSm212PQs,https://api.spotify.com/v1/tracks/7AkhgDDXgsTJHNSm212PQs,https://api.spotify.com/v1/audio-analysis/7AkhgDDXgsTJHNSm212PQs,249818.0,3.0
490,Summer in Sweden,Melanie MacLaren,8,0.438,0.184,10.0,-14.722,1.0,0.0419,0.92,5.61e-05,0.101,0.248,137.287,audio_features,1LokUjbKTVhz8wBoqL9fRX,spotify:track:1LokUjbKTVhz8wBoqL9fRX,https://api.spotify.com/v1/tracks/1LokUjbKTVhz8wBoqL9fRX,https://api.spotify.com/v1/audio-analysis/1LokUjbKTVhz8wBoqL9fRX,239500.0,4.0
491,Seeing Other People,Donovan Woods,8,0.444,0.44,8.0,-11.076,1.0,0.0391,0.741,2e-05,0.102,0.339,76.959,audio_features,6P82NfCXl3lLcUNSYEmq1u,spotify:track:6P82NfCXl3lLcUNSYEmq1u,https://api.spotify.com/v1/tracks/6P82NfCXl3lLcUNSYEmq1u,https://api.spotify.com/v1/audio-analysis/6P82NfCXl3lLcUNSYEmq1u,186143.0,1.0
492,Tenenbaum,The Paper Kites,8,0.488,0.17,1.0,-18.851,1.0,0.0386,0.881,0.614,0.0937,0.444,88.449,audio_features,1AGaqD9PjgeLDy6mYLwAQK,spotify:track:1AGaqD9PjgeLDy6mYLwAQK,https://api.spotify.com/v1/tracks/1AGaqD9PjgeLDy6mYLwAQK,https://api.spotify.com/v1/audio-analysis/1AGaqD9PjgeLDy6mYLwAQK,219080.0,4.0
493,Still Into You,Meadowlark,8,0.651,0.15,11.0,-13.353,1.0,0.076,0.932,0.0,0.0584,0.297,118.07,audio_features,4mBQ0JaiT7QHxWGeQvMXrK,spotify:track:4mBQ0JaiT7QHxWGeQvMXrK,https://api.spotify.com/v1/tracks/4mBQ0JaiT7QHxWGeQvMXrK,https://api.spotify.com/v1/audio-analysis/4mBQ0JaiT7QHxWGeQvMXrK,219114.0,4.0
494,Soon,Kev Kelly,8,0.499,0.0959,3.0,-14.652,1.0,0.0564,0.902,0.000982,0.11,0.321,91.786,audio_features,1Vsz0boCX2CxFLGpaxbguv,spotify:track:1Vsz0boCX2CxFLGpaxbguv,https://api.spotify.com/v1/tracks/1Vsz0boCX2CxFLGpaxbguv,https://api.spotify.com/v1/audio-analysis/1Vsz0boCX2CxFLGpaxbguv,120720.0,5.0
495,this is what a broken heart feels like,Marina Lin,8,0.688,0.253,3.0,-11.125,0.0,0.0478,0.89,0.00195,0.114,0.454,148.309,audio_features,3MuBPr8ySnM0hxkafmJPCt,spotify:track:3MuBPr8ySnM0hxkafmJPCt,https://api.spotify.com/v1/tracks/3MuBPr8ySnM0hxkafmJPCt,https://api.spotify.com/v1/audio-analysis/3MuBPr8ySnM0hxkafmJPCt,150811.0,4.0
496,White Trainers - Demo,Olivia Dean,8,0.568,0.104,0.0,-12.145,1.0,0.0968,0.904,0.0,0.104,0.528,179.925,audio_features,5BphTivyMeNAnGneEMzPkS,spotify:track:5BphTivyMeNAnGneEMzPkS,https://api.spotify.com/v1/tracks/5BphTivyMeNAnGneEMzPkS,https://api.spotify.com/v1/audio-analysis/5BphTivyMeNAnGneEMzPkS,162493.0,4.0
497,weird,Lizzy McAlpine,8,0.469,0.503,7.0,-13.75,1.0,0.0658,0.634,0.000394,0.133,0.287,132.036,audio_features,2HCfkGC95wUEkfHrMudUqQ,spotify:track:2HCfkGC95wUEkfHrMudUqQ,https://api.spotify.com/v1/tracks/2HCfkGC95wUEkfHrMudUqQ,https://api.spotify.com/v1/audio-analysis/2HCfkGC95wUEkfHrMudUqQ,209299.0,4.0
498,Standing in the Rain,The Paper Kites,8,0.373,0.162,6.0,-16.539,1.0,0.0329,0.737,0.0381,0.112,0.351,81.438,audio_features,5S4pAZfIugwULt49eneojF,spotify:track:5S4pAZfIugwULt49eneojF,https://api.spotify.com/v1/tracks/5S4pAZfIugwULt49eneojF,https://api.spotify.com/v1/audio-analysis/5S4pAZfIugwULt49eneojF,221760.0,3.0
499,Wild Love - Acoustic,James Bay,8,0.519,0.407,11.0,-7.682,0.0,0.0384,0.844,0.0,0.101,0.515,139.954,audio_features,4zDQS1OCghoOKkjw6hf2qT,spotify:track:4zDQS1OCghoOKkjw6hf2qT,https://api.spotify.com/v1/tracks/4zDQS1OCghoOKkjw6hf2qT,https://api.spotify.com/v1/audio-analysis/4zDQS1OCghoOKkjw6hf2qT,189147.0,4.0
500,Steady Love,Evergreen,8,0.599,0.457,11.0,-12.457,0.0,0.0364,0.422,0.0232,0.076,0.21,136.016,audio_features,1edyR651JIWLDCN0G75t3n,spotify:track:1edyR651JIWLDCN0G75t3n,https://api.spotify.com/v1/tracks/1edyR651JIWLDCN0G75t3n,https://api.spotify.com/v1/audio-analysis/1edyR651JIWLDCN0G75t3n,279598.0,4.0
501,Stupid Deep - Acoustic,Jon Bellion,8,0.248,0.265,2.0,-7.812,1.0,0.0345,0.758,0.0,0.091,0.266,166.838,audio_features,23LIOXAz6QSzgPYH4dmZL7,spotify:track:23LIOXAz6QSzgPYH4dmZL7,https://api.spotify.com/v1/tracks/23LIOXAz6QSzgPYH4dmZL7,https://api.spotify.com/v1/audio-analysis/23LIOXAz6QSzgPYH4dmZL7,159594.0,4.0
502,Slow Fade,Ruth B.,8,0.725,0.313,2.0,-10.201,1.0,0.0497,0.769,0.000901,0.0659,0.394,80.011,audio_features,3wnUCt4sWnK0C0XGQGHKo7,spotify:track:3wnUCt4sWnK0C0XGQGHKo7,https://api.spotify.com/v1/tracks/3wnUCt4sWnK0C0XGQGHKo7,https://api.spotify.com/v1/audio-analysis/3wnUCt4sWnK0C0XGQGHKo7,211600.0,4.0
503,nobody else,LANY,8,0.569,0.291,0.0,-14.509,1.0,0.043,0.744,0.0,0.137,0.313,151.659,audio_features,7GLBqDKAJLCLIsj2GEDkSw,spotify:track:7GLBqDKAJLCLIsj2GEDkSw,https://api.spotify.com/v1/tracks/7GLBqDKAJLCLIsj2GEDkSw,https://api.spotify.com/v1/audio-analysis/7GLBqDKAJLCLIsj2GEDkSw,197480.0,4.0
504,Same Room,JP Saxe,8,0.455,0.386,7.0,-10.883,1.0,0.0675,0.623,0.0,0.102,0.418,134.093,audio_features,48yUhAZGJb5WGSclZK1RAF,spotify:track:48yUhAZGJb5WGSclZK1RAF,https://api.spotify.com/v1/tracks/48yUhAZGJb5WGSclZK1RAF,https://api.spotify.com/v1/audio-analysis/48yUhAZGJb5WGSclZK1RAF,233466.0,4.0
