,trackName,artistName,count,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
4251,wait it out,shy martin,16,0.36,0.378,9.0,-6.391,1.0,0.0387,0.642,0.0,0.132,0.246,172.693,793pY16A2YqBrsmdyagExY,153906.0,3.0
1039,Forgetting Delaney,Delaney Bailey,8,0.487,0.33,7.0,-11.501,0.0,0.0266,0.463,0.000224,0.0817,0.321,93.946,01YcHuIQmLIt5bchtVtViv,152227.0,4.0
2920,Soul Mate,flora cash,1,0.44,0.376,1.0,-11.798,1.0,0.0337,0.764,0.00169,0.118,0.309,97.778,4IOXp1xFiMh5FtSEGim4CO,237781.0,4.0
3345,Twenty Two,Melissa Wasserman,1,0.432,0.285,3.0,-8.908,1.0,0.0297,0.833,0.0,0.111,0.102,119.931,4gaQUk6dyswxy2aqkkqSiI,240274.0,4.0
1033,Forever Love,Brothers + Company,10,0.438,0.648,4.0,-7.314,1.0,0.0317,0.069,0.0,0.153,0.139,92.013,1Tstz6KHdiwv1xD5AeXHln,223652.0,4.0
3189,The Moon Song,Walker Burroughs,4,0.456,0.138,5.0,-15.506,1.0,0.0326,0.934,3.19e-06,0.101,0.152,106.162,5qxRki0aMjtFXl6kgZGPrc,287714.0,5.0
1540,I'll Stay (Carla's Song),Matt Stinton,10,,,,,,,,,,,,,,
2730,Say You Won't Let Go,James Arthur,8,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,5uCax9HTNlzGybIStD3vDh,211467.0,4.0
2283,Nothing / Sad N Stuff,Lizzy McAlpine,12,0.328,0.158,4.0,-12.174,1.0,0.032,0.766,7.69e-06,0.121,0.192,72.959,1vqD0LaPZ3mgjRA7OUeXtf,267053.0,4.0
403,Boys Like You,dodie,1,0.74,0.395,11.0,-11.24,0.0,0.347,0.916,5.05e-05,0.102,0.61,127.086,73yR3kAdE531RRYUdFLWad,180826.0,4.0
3670,You Are Gold,The National Parks,4,0.43,0.134,8.0,-13.504,1.0,0.0311,0.873,0.000349,0.113,0.163,107.92,4ZnEY01lDD6wkuzAUPppx3,216653.0,4.0
180,Anchor,Novo Amor,20,0.457,0.407,9.0,-11.475,1.0,0.0308,0.805,0.884,0.126,0.126,117.053,7qH9Z4dJEN0l9bidizW7fq,257533.0,4.0
2528,Polaroid,Imagine Dragons,1,0.424,0.603,1.0,-6.832,1.0,0.0495,0.514,1.84e-06,0.238,0.258,155.319,6Ng999MKVY9ikd8FtGaNnz,230013.0,4.0
2949,State Lines,Novo Amor,29,0.509,0.31,9.0,-10.623,1.0,0.0313,0.959,0.229,0.0963,0.151,137.474,7CoMBpPTwQi2wPT0U0Nr9b,208653.0,3.0
74,A Little More,Rosemary Joaquin,7,0.45,0.472,11.0,-9.873,1.0,0.0542,0.593,0.0,0.106,0.264,154.042,4lpSTtB0UwlzFMLXGt9Ew4,183701.0,4.0
2143,Mr. Brightside,The Killers,11,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,003vvx7Niy0yvhvHt4a68B,222973.0,4.0
2791,Shoot,Tommy Lefroy,27,0.361,0.172,7.0,-15.245,1.0,0.0356,0.874,0.168,0.132,0.15,177.118,6xLf6gcZR4CPXrFrhzqqYu,157801.0,3.0
792,Doomsday,Matilda Mann,36,0.561,0.393,6.0,-10.728,1.0,0.0369,0.867,0.0,0.121,0.166,121.792,5jxjLdZXCqZlAOCC1OHOmc,189507.0,4.0
2990,Stormy Weather,Ed Whicher,12,0.713,0.444,1.0,-9.824,1.0,0.121,0.554,0.0,0.313,0.589,87.83,7M5dDVwoizHbP4jzgps0Fp,197727.0,4.0
1623,In a Stranger's Arms,LÉON,16,0.497,0.433,9.0,-7.521,1.0,0.0278,0.377,0.0,0.099,0.357,97.856,00K0B8nvfmTif7poYsk378,201391.0,4.0
4063,my fault,Zeph,14,0.589,0.311,7.0,-14.268,1.0,0.0397,0.909,0.0,0.145,0.438,138.165,46nXKRBeHUxVFvyxkcGPWF,60881.0,4.0
632,Crave,Nicolina,1,0.434,0.428,2.0,-8.884,1.0,0.037,0.851,0.0,0.0732,0.364,71.721,6wtWiBgbCIqb55Mp6Ot0cY,209320.0,4.0
1452,I Knew,Lizzy McAlpine,34,0.38,0.238,2.0,-13.212,1.0,0.05,0.898,1.34e-05,0.103,0.328,56.436,2A1HiGqQd4KNEyiE994v55,194840.0,4.0
530,Changing Tides,Olivia Coggan,2,0.53,0.378,8.0,-9.752,0.0,0.0273,0.507,0.000685,0.277,0.373,139.906,3dxKWhvxi5QGtLhBmDNuce,247461.0,4.0
3993,idk,Haley Joelle,35,0.526,0.269,4.0,-7.828,1.0,0.0288,0.732,0.0,0.11,0.265,102.359,2HNbvHCoekdIiRWjhoZ9eQ,210747.0,4.0
3815,ceilings - Spotify Singles,Lizzy McAlpine,4,0.334,0.156,9.0,-13.677,1.0,0.0365,0.922,3.56e-05,0.118,0.0894,84.629,3SQxzzu41bjlCGGDCb83JY,164587.0,4.0
1111,Giving Up Ground,Chelsea Cutler,1,0.614,0.234,1.0,-10.111,0.0,0.0512,0.969,0.00115,0.109,0.326,149.581,1ZbAH4omZZb5KxVnHRQkAe,182241.0,4.0
2852,Slow Fade,Ruth B.,6,0.725,0.313,2.0,-10.201,1.0,0.0497,0.769,0.000901,0.0659,0.394,80.011,3wnUCt4sWnK0C0XGQGHKo7,211600.0,4.0
3596,Winter Song,Ingrid Michaelson,1,0.573,0.138,1.0,-14.238,1.0,0.036,0.964,3.41e-05,0.133,0.23,81.14,3dSKTUE46UbfYaEjDWhiCg,267267.0,5.0
2377,Opaline,Novo Amor,13,0.367,0.337,1.0,-9.857,1.0,0.0326,0.955,0.117,0.0869,0.283,181.868,732Zsh1L5ixRNgAmiPyvrp,192040.0,4.0
2250,No More Bad Days,This Wild Life,2,0.548,0.322,7.0,-8.425,1.0,0.0309,0.695,0.0,0.161,0.574,130.922,6P5aQRuHdeQqqfFOU74JsB,216183.0,4.0
414,Break With Me,shy martin,21,0.612,0.203,5.0,-10.313,1.0,0.0345,0.737,0.0,0.124,0.172,138.084,28ISI9ACJ3Z3tQ7rQehHlZ,155570.0,4.0
3895,forget me // so we can meet again,Kieran McKenzie Clark,5,0.627,0.248,8.0,-12.192,1.0,0.0586,0.924,0.13,0.103,0.143,119.976,2DJy5Sg2ZUbp1TGojF5l22,178000.0,4.0
3910,gold star,quinnie,3,0.622,0.225,10.0,-13.555,0.0,0.0486,0.665,1.35e-06,0.0729,0.198,79.672,6qAG3LODdPgAjFRAJpESgE,190189.0,4.0
1438,I Don't Want to Lose You,Luca Fogale,14,0.462,0.318,11.0,-10.438,1.0,0.037,0.5,0.0,0.11,0.325,137.486,5ACkbnySkKbqxtHHa6xA7G,171014.0,4.0
1485,I Should Be a Bird,Nina Nesbitt,20,0.54,0.324,4.0,-7.442,0.0,0.034,0.773,0.0,0.115,0.448,155.494,0ZRZeLNAKPHBwkalUqW1xz,239707.0,4.0
3171,The Human Condition,Chelsea Cutler,4,0.671,0.52,3.0,-7.526,1.0,0.0976,0.108,2.44e-05,0.112,0.503,112.915,1XOIlQ9kGQBKwRwZ7fpV33,150520.0,5.0
3853,denial,Julius,1,0.557,0.423,10.0,-9.428,1.0,0.0327,0.879,0.463,0.133,0.35,140.044,3oghui7Ve9ebuiUFKurqw5,140347.0,4.0
3424,Walk Above the City,The Paper Kites,13,0.686,0.245,0.0,-17.604,1.0,0.0272,0.862,0.534,0.109,0.286,99.012,2i7sd9qKptLrkXLkwAOX15,240171.0,4.0
2769,Seventeen,Tors,3,0.479,0.323,2.0,-9.774,1.0,0.0313,0.869,0.0,0.147,0.248,80.341,2WbD9StPRAIOT5TsIb9ZO6,204375.0,4.0
370,Blue,Elina,28,0.622,0.144,1.0,-14.863,1.0,0.0361,0.783,5.56e-05,0.109,0.0619,115.844,65HsXWtHGIMXJE9YB7CvZA,191953.0,4.0
723,Dial Drunk (with Post Malone),Noah Kahan,1,0.667,0.613,8.0,-7.147,1.0,0.0313,0.121,0.0,0.113,0.681,112.046,22VHOlVYBqytsrAqV8yXBK,213817.0,4.0
3903,getting older,BLÜ EYES,2,0.575,0.44,2.0,-8.235,1.0,0.0449,0.847,0.0,0.613,0.786,153.943,3e9Z0TBZPg21jOHnufb2jL,166215.0,4.0
2615,Renee's Song,Bazzi,3,0.593,0.229,9.0,-8.888,1.0,0.0307,0.794,0.0,0.167,0.42,117.823,13iMiwdY7pgE1f7NwYKr1D,130546.0,4.0
42,2AM,Adeline Hill,1,0.522,0.434,2.0,-8.314,1.0,0.0252,0.532,1.91e-06,0.115,0.154,85.047,1nUOKtH8VrTClGOQg9OkRN,292131.0,4.0
457,By My Side,The Paper Kites,6,0.463,0.11,11.0,-17.162,1.0,0.0311,0.93,0.123,0.111,0.219,69.085,3s52KIJZ4QwqQndKroBabJ,255792.0,3.0
2873,Soft Spot,Ellen Winter,1,0.711,0.184,10.0,-14.637,1.0,0.0568,0.921,0.000579,0.268,0.133,118.006,7gzLmt1UtQ0r4STWnWHzOZ,155933.0,4.0
23,16,Baby Keem,1,0.701,0.782,1.0,-4.987,1.0,0.138,0.0918,2.31e-06,0.124,0.57,94.03,1Is8hGpkGMiePASAxBluxM,156040.0,4.0
716,Desperate,Jonas Blue,2,0.767,0.683,0.0,-4.643,1.0,0.0816,0.0256,0.0,0.0808,0.698,120.033,4nfuvV34THjGorJHAiijkw,174067.0,4.0
2339,Older Than I Am,Lennon Stella,38,0.44,0.306,9.0,-8.947,1.0,0.0363,0.891,0.0,0.103,0.201,117.288,15VDHAMS4JCLziCjNkmQl1,181533.0,4.0
2992,Story of My Life,One Direction,11,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,4nVBt6MZDDP6tRVdQTgxJg,245493.0,4.0
2833,Skyscraper,Demi Lovato,10,0.573,0.581,7.0,-3.325,1.0,0.0276,0.148,0.0,0.128,0.188,103.82,4B3RmT3cGvh8By3WY9pbIx,221293.0,4.0
988,Fish,Billie Marten,3,0.564,0.0205,0.0,-23.581,1.0,0.0425,0.978,0.00253,0.127,0.244,110.318,2gY41oEjmOlrCLcJPjg8W1,146571.0,3.0
3125,That's Us,Anson Seabra,9,0.621,0.108,10.0,-15.399,1.0,0.0493,0.968,1.67e-05,0.137,0.204,129.285,7sTDqaGUr9NM8NHQ5SNHi1,270462.0,4.0
1029,Forever Ago,Woodlock,2,0.428,0.198,9.0,-16.982,1.0,0.0355,0.924,0.0706,0.0786,0.0731,81.987,0NguBFv2WhLthidaTnMoV7,282747.0,4.0
3274,Through to You,Glades,1,0.709,0.24,5.0,-9.307,1.0,0.0306,0.683,0.0,0.0985,0.135,134.944,22VCdnULqMOl7J9VOB3YTk,205627.0,4.0
2817,Simple Things (feat. Christina Perri),Alexander Cardinale,8,0.653,0.731,0.0,-6.156,1.0,0.0372,0.227,0.0,0.461,0.458,111.973,5r0SIoi8bnhHybW3ykNHts,187508.0,4.0
3744,all i need (the distance song),Avery Lynch,16,0.651,0.119,8.0,-16.58,1.0,0.0401,0.976,0.0,0.163,0.373,97.039,1ZYjhvNnxN6sk6f0SMLcR9,244390.0,4.0
2849,Slow,shy martin,55,0.636,0.243,2.0,-9.509,1.0,0.04,0.815,0.0,0.111,0.239,142.016,1Ia95g66IhlAJ3qVI4qI8W,163547.0,4.0
2429,Paint,The Paper Kites,37,0.364,0.308,4.0,-13.052,1.0,0.0402,0.895,0.0023,0.123,0.387,73.328,6uHvbKL0Yi37AuvNRmUfMw,191773.0,4.0
415,Break up Slow Dance,Delacey,2,0.413,0.416,4.0,-9.021,1.0,0.0482,0.402,5.74e-05,0.11,0.386,64.856,2IhlPpsXgiacDJkcq03BHh,211442.0,4.0
1137,Good,Sleeping Lion,10,0.624,0.36,9.0,-9.96,1.0,0.0542,0.614,4.51e-05,0.182,0.389,70.981,7zieRBoESfrNfFUxZmwGfW,169406.0,4.0
1048,Free,Elina,44,0.627,0.213,10.0,-12.634,1.0,0.0349,0.877,0.0,0.204,0.18,92.054,3hOWsTM9OpI6c72iQHP4EB,199463.0,4.0
1646,Is It Really Me You're Missing,Nina Nesbitt,15,0.535,0.297,6.0,-6.043,1.0,0.0665,0.653,0.0,0.118,0.0492,147.569,2lgyZWQSJWmswrLJyM27kB,232800.0,4.0
3879,everything everywhere always,elijah woods,9,0.402,0.38,6.0,-10.233,1.0,0.045,0.746,2.58e-06,0.272,0.187,143.632,1sd2HaV5RYWN8ly7htaElN,147847.0,5.0
2726,Say Less,Rosie Darling,29,0.623,0.389,10.0,-9.317,1.0,0.0376,0.582,1.88e-06,0.19,0.182,128.12,4BoWM5jPzcJQTOehHM6rd4,96653.0,4.0
3513,Whatever Makes You Want to Die Less,I Am Strikes,2,0.686,0.547,1.0,-6.941,1.0,0.0454,0.0464,3.74e-06,0.0912,0.154,138.042,3wRHET8bS0cLOgKrXNIAou,244147.0,4.0
2453,Part of Me,carobae,12,0.669,0.468,1.0,-6.77,0.0,0.0595,0.801,1.37e-06,0.38,0.548,141.906,1zGHZsk60xdzuaFbF5pTtK,182053.0,4.0
2060,Meant To Be,Ber,61,0.5,0.156,1.0,-11.472,1.0,0.0469,0.87,0.0,0.125,0.405,173.794,0wxGIpOZbDR4RGy1sh3XhR,163227.0,4.0
920,Faith You Might,Kevin Garrett,10,0.516,0.459,2.0,-12.208,1.0,0.0567,0.729,0.259,0.0925,0.616,149.735,7MmaUyUT4BZ34h0efprslf,252187.0,4.0
3154,The Former,Steinza,1,0.353,0.195,0.0,-13.403,1.0,0.0294,0.601,0.0,0.226,0.164,78.233,6CNKcu9SBPWKMkBvMkPRBT,157500.0,1.0
1201,Hallelujah I Love Her So,Laura Zocca,5,0.477,0.0994,11.0,-15.25,1.0,0.0409,0.951,0.0,0.116,0.119,126.975,4Fuyarf5fHo2zJ6GoYC48N,163414.0,4.0
110,Air So Sweet,dodie,14,0.314,0.069,0.0,-18.693,1.0,0.0412,0.986,0.0178,0.0877,0.439,169.681,60CueJX9vAclyPm2229I2d,65300.0,4.0
811,Drop Dead,Holly Humberstone,4,0.577,0.393,0.0,-7.322,1.0,0.038,0.586,0.000181,0.0927,0.132,89.858,3i4CFXy3ezQZEt8V0GA7Uh,177162.0,4.0
4077,nobody likes a secret,Lizzy McAlpine,32,0.678,0.0955,3.0,-16.151,1.0,0.055,0.873,4.97e-05,0.115,0.298,61.347,7lLFkJIGJqdz3Oe6XmiYKV,108778.0,3.0
4122,putting a spin on sweater weather,Egg,2,0.312,0.0633,10.0,-21.593,1.0,0.0685,0.992,0.00665,0.0926,0.117,75.48,1WBInECBaOJMhYmxWkz510,202105.0,4.0
3960,i don't want to watch the world end with someone else,Clinton Kane,16,0.535,0.359,2.0,-9.343,1.0,0.0607,0.771,0.0,0.111,0.488,154.163,58qX77t2VWMWcycsh9zKLc,184505.0,4.0
1554,I'm So Happy - Mahogany Session,Emily Burns,1,,,,,,,,,,,,,,
71,A Little Bit Yours,JP Saxe,20,0.603,0.297,1.0,-8.525,1.0,0.0275,0.77,0.0,0.107,0.29,86.95,1vjQHBoJWpQ3rAPRDVjrxA,228387.0,4.0
4005,is your bedroom ceiling bored? (feat. Cavetown),Sody,2,0.616,0.45,6.0,-9.832,1.0,0.114,0.529,1.58e-06,0.0926,0.195,123.851,3ehrCQoouv7NW8LRgcMvRF,207510.0,4.0
1803,Let Light Be Light,Lizzy McAlpine,23,0.499,0.207,11.0,-11.995,1.0,0.0434,0.877,0.0,0.11,0.445,67.414,5ao5BeXUi0FRKoP58rsUXB,180483.0,4.0
4185,swan song,Victoria Canal,7,0.198,0.112,1.0,-16.709,1.0,0.036,0.948,0.00437,0.109,0.181,81.109,3eCTgpPO5JpBtlmGBbxIV0,220620.0,4.0
4166,sometimes,Chelsea Cutler,25,0.466,0.127,2.0,-15.047,1.0,0.042,0.889,0.00325,0.326,0.146,168.521,2MvpHgDzl7skp1xowjCDiG,276080.0,3.0
3755,"always, i'll care",Jeremy Zucker,29,0.732,0.221,6.0,-12.623,1.0,0.056,0.897,2.62e-05,0.11,0.677,105.165,0rbKrBvZUYY9GN9l057BuY,146160.0,4.0
1270,Heavy,Rosie Darling,15,0.72,0.397,10.0,-7.781,1.0,0.0423,0.392,1.03e-06,0.112,0.336,97.02,4SqnKBddxl9CKjSDDlV1c4,166587.0,4.0
1618,In What World,Lizzy McAlpine,16,0.486,0.0517,0.0,-17.231,1.0,0.0512,0.967,1.66e-06,0.104,0.122,80.091,2zG6jWvzlPnYNp2XPkeVhs,204075.0,1.0
3746,all my ghosts,Lizzy McAlpine,24,0.638,0.293,3.0,-11.703,1.0,0.0478,0.342,0.000624,0.448,0.488,155.083,46BHP7nFOrGQPLW8mCxzZr,197032.0,4.0
776,Don't Let the Sun Catch You Crying (Main) - Mono,Gerry & The Pacemakers,1,,,,,,,,,,,,,,
2386,Ordinary People,Blake Rose,51,0.363,0.12,7.0,-11.662,1.0,0.0358,0.899,2.34e-05,0.162,0.176,71.023,3y8PDnOgyPXasEnEoYKXwb,253597.0,4.0
4060,mountain,Philip Brooks,2,0.407,0.142,0.0,-17.442,1.0,0.037,0.958,0.000136,0.119,0.163,118.784,2sCwJMWYjnRjHAJqFKjYOu,186750.0,3.0
3015,Stupid,Lizzy McAlpine,10,0.403,0.0955,1.0,-16.41,1.0,0.0433,0.926,6.58e-06,0.236,0.29,81.97,4J7JZr3LfTC96SLjbpIyDe,222000.0,4.0
2652,Rockland,Gracie Abrams,17,0.568,0.402,5.0,-11.344,1.0,0.0448,0.787,0.000188,0.103,0.397,125.743,5V03tsbEzYG0PmRrh3K4rF,217369.0,4.0
4269,what if it's not,Jackson Guthy,18,0.382,0.43,0.0,-7.251,0.0,0.068,0.765,0.0,0.0893,0.442,169.765,6DhWEW0TXBsLZzSllaCfi7,182471.0,4.0
3250,Thinking 'Bout Love,Wild Rivers,12,0.733,0.324,5.0,-8.122,1.0,0.033,0.479,0.0,0.067,0.388,141.8,42UaitnwvuKqNcD5Oa2HlD,199391.0,4.0
3016,Stupid Deep - Acoustic,Jon Bellion,8,0.248,0.265,2.0,-7.812,1.0,0.0345,0.758,0.0,0.091,0.266,166.838,23LIOXAz6QSzgPYH4dmZL7,159594.0,4.0
1520,I don't mind if you don't mind (draft),Elina,13,0.499,0.186,8.0,-11.792,1.0,0.0421,0.971,0.000324,0.127,0.343,113.958,1LjSLMjMAZj6zvW6XLLzzr,138220.0,4.0
1268,Heather,Conan Gray,6,0.357,0.425,5.0,-7.301,1.0,0.0333,0.584,0.0,0.322,0.27,102.078,4xqrdfXkTW4T0RauPLv3WA,198040.0,3.0
3552,Where's My Love - Acoustic,SYML,22,0.554,0.225,3.0,-11.324,1.0,0.0281,0.892,0.0321,0.107,0.221,104.007,0ElpbbncWT9aS7mgoqEHbQ,239880.0,4.0
3804,called you again,Lizzy McAlpine,37,0.484,0.306,7.0,-10.36,1.0,0.0471,0.797,0.000309,0.116,0.482,129.201,6JHwXVyjq2SYY7mVqgpTDj,192757.0,4.0
3957,i don't miss u,carobae,46,0.383,0.292,3.0,-7.621,1.0,0.105,0.855,0.0,0.117,0.0767,76.347,1Ui5h8uVd1Mbzw0xD9QOjh,178896.0,1.0
2137,Moves,Suki Waterhouse,1,0.574,0.44,0.0,-8.274,1.0,0.024,0.579,0.0,0.348,0.365,84.992,6TT7B4MigCJCc0tqKYEpZC,193032.0,4.0
2088,Minute Of Your Love,Ed Patrick,5,0.51,0.106,5.0,-17.966,1.0,0.0439,0.913,0.0457,0.109,0.359,131.578,63uWX9R9I8NA4RcPMxh38V,136860.0,5.0
3525,When It Kills Me,Emilee Moore,2,0.342,0.26,11.0,-7.643,0.0,0.0295,0.746,0.0,0.114,0.102,106.238,7heSG5oy44Si0bc8toOsYX,221839.0,5.0
3050,Swan Upon Leda,Hozier,1,0.351,0.41,2.0,-8.66,1.0,0.0327,0.494,0.44,0.131,0.129,125.995,3JtVtwLYCy9WXcHLQyzRnl,222026.0,4.0
3518,When All My Friends Move Away,carobae,27,0.548,0.278,3.0,-8.772,1.0,0.0439,0.911,0.0,0.1,0.33,77.522,2j8f9XK5UoW9jnxnkHqS20,143200.0,4.0
3869,drunk text me,Lexi Jayde,9,0.534,0.493,0.0,-6.818,1.0,0.0316,0.286,0.0,0.0889,0.232,79.97,5gukv8x9eP58gFy2OcZEBQ,213133.0,4.0
1573,If I Could Dance,Quinn Lewis,11,0.592,0.483,7.0,-7.152,1.0,0.0365,0.408,0.0,0.112,0.358,66.812,6Xz2Sxq7Cf0sHOFZYXzeYJ,159383.0,3.0
416,Breakeven,The Script,11,0.63,0.696,10.0,-4.501,1.0,0.0242,0.144,0.0,0.0835,0.491,94.034,285hMzLhJwHVLe9QT9qilk,261427.0,4.0
2456,Pass Me By,Peter Fenn,8,0.589,0.324,5.0,-10.896,1.0,0.0479,0.608,3.6e-05,0.113,0.606,95.129,58Ns9PCAUQW5hlq0MtVYMF,136421.0,4.0
168,Alright,Gracie Abrams,11,0.584,0.199,0.0,-12.263,0.0,0.039,0.964,0.000108,0.114,0.353,196.603,1wXqbn4OVaYBOhgj7Z4did,144485.0,3.0
1973,Luck,Appleby,3,0.635,0.13,3.0,-18.35,1.0,0.0311,0.84,0.259,0.12,0.293,100.0,3SBWvEd2AXOsXjqN61K3fz,139625.0,4.0
1233,Haunt You,Haley Joelle,23,0.556,0.456,1.0,-5.913,1.0,0.0327,0.804,1.46e-06,0.165,0.503,86.034,7gGL98JRDErLSy6q1NS6Z0,166105.0,4.0
2527,Points of View,Abandoning Sunday,1,0.425,0.117,4.0,-17.921,1.0,0.0375,0.903,1.23e-05,0.107,0.192,139.813,2uuh0F28HlUlZyaYvfpyg0,241285.0,4.0
141,All Too Well (Taylor's Version),Taylor Swift,3,0.631,0.518,0.0,-8.771,1.0,0.0303,0.274,0.0,0.088,0.205,93.023,5enxwA8aAbwZbf5qCHORXi,613027.0,4.0
3623,Wonder,Honeywater,3,0.493,0.215,2.0,-10.004,1.0,0.032,0.673,2.85e-06,0.105,0.195,129.583,61n5zGqotx4iTeMm6lH1Mh,295323.0,4.0
1521,I know it won't work,Gracie Abrams,12,0.656,0.584,5.0,-8.959,0.0,0.0524,0.544,5.51e-05,0.13,0.445,119.871,33uKUpu9ZXsHhcxRLoxnWI,245629.0,4.0
590,Colorado,carobae,10,0.575,0.208,7.0,-10.668,1.0,0.0298,0.748,0.0,0.1,0.769,87.967,6se8YnxjuzY2X01luHga9X,117333.0,4.0
2206,Never Stop Loving You,Rictor,5,0.425,0.24,4.0,-18.002,1.0,0.0343,0.937,0.229,0.108,0.367,84.261,2Bo0KWUV7HZcZzvRm9qfH0,217559.0,4.0
3374,Universe,Annika Bennett,20,0.463,0.296,4.0,-8.722,1.0,0.0309,0.917,0.0,0.102,0.311,111.177,7diHYiQh4qQ5ZEOV0zWeLD,235557.0,3.0
964,Feels Like,Gracie Abrams,20,0.617,0.483,11.0,-7.359,1.0,0.0458,0.702,0.000216,0.121,0.176,144.99,35IcAVSMsU9qzHfpPbvC8A,152318.0,4.0
2697,Safe And Sound,Capital Cities,6,0.655,0.819,0.0,-4.852,1.0,0.0316,0.000176,0.00374,0.104,0.766,117.956,6Z8R6UsFuGXGtiIxiD8ISb,192790.0,5.0
377,Blue Spirits,DWLLRS,3,0.657,0.657,9.0,-5.707,1.0,0.0478,0.64,0.0,0.287,0.375,130.002,4Z3Mmn6cIeuKprHQyyAbXQ,188308.0,4.0
213,Are You Listening,Chelsea Cutler,1,0.761,0.539,2.0,-6.128,1.0,0.0576,0.161,0.000731,0.151,0.588,90.013,1FknyJasNZQAgPPIzKNw02,172813.0,4.0
2255,Nobody,Bess Atwell,3,0.613,0.105,9.0,-13.413,0.0,0.0353,0.949,1.04e-05,0.113,0.235,128.524,5Es0cNDn3i2P03BWcAs7v9,148040.0,4.0
2306,OK,Canyon City,8,0.489,0.183,0.0,-14.769,1.0,0.033,0.907,3.95e-05,0.106,0.486,79.961,2gBYjMXW65daBB1elr68JK,212400.0,4.0
4215,this is how you fall in love,Jeremy Zucker,44,0.441,0.202,7.0,-12.499,1.0,0.0381,0.732,2.6e-05,0.126,0.269,77.971,1aEsTgCsv8nOjEgyEoRCpS,174587.0,4.0
2179,Nail In The Coffin,Rosie Darling,4,0.526,0.359,1.0,-8.332,1.0,0.0262,0.487,0.0,0.092,0.406,86.762,3BxRbDLMu7dVXCgVuhYzDI,225987.0,4.0
1151,Good as Gold,Greyson Chance,19,0.48,0.587,2.0,-6.155,1.0,0.0351,0.302,0.0,0.104,0.236,84.846,7sxiJ4a8uROYMvhkgGbQcK,205747.0,4.0
1843,Like You Did Before,Chris Sigl,14,0.564,0.235,4.0,-17.605,0.0,0.0656,0.968,0.000268,0.0964,0.106,135.751,29iLMgr1DO46NJJvSZrNsW,199403.0,4.0
351,Black Converse,LOVA,13,0.775,0.41,3.0,-7.481,1.0,0.0464,0.724,2.62e-05,0.114,0.298,117.165,7axPmEf1nwosqBDVoMugvD,186733.0,4.0
116,Align,Nina Nesbitt,1,0.566,0.321,2.0,-8.456,1.0,0.028,0.48,0.0,0.0846,0.193,108.005,4recY65yweLVdYXXFpyvLD,238107.0,4.0
4163,somebody loves you,Jeremy Zucker,1,0.745,0.57,7.0,-7.748,1.0,0.188,0.323,4.02e-05,0.119,0.709,95.012,5bP2w6Jfk5L44Mf2vqxhAl,206587.0,4.0
3675,You Belong With Me (Taylor’s Version),Taylor Swift,11,0.632,0.773,6.0,-4.856,1.0,0.0346,0.0623,0.0,0.0885,0.474,130.033,1qrpoAMXodY6895hGKoUpA,231124.0,4.0
1699,July (feat. Leon Bridges),Noah Cyrus,30,0.708,0.211,9.0,-9.603,0.0,0.0424,0.853,0.0,0.131,0.362,72.5,3V0nnQhqvbE3JmiDdnzQFQ,152280.0,4.0
698,Dear Future Me,Little King,3,0.647,0.591,5.0,-6.605,1.0,0.026,0.255,0.00629,0.118,0.754,91.554,3Fa4VIrk956ZRWSR43gjRd,240651.0,4.0
1080,Gaol,Nina Nesbitt,8,0.443,0.345,8.0,-12.833,1.0,0.0618,0.811,5.72e-05,0.15,0.331,57.969,45N2n2ZSVfICk1kvsuUIkn,69840.0,5.0
2342,Olive Branch,Sophie Holohan,3,0.348,0.421,3.0,-7.596,1.0,0.032,0.781,3.11e-06,0.243,0.238,158.55,3pVzShxGXrhPMN1KyN1Dkf,255915.0,3.0
3135,The Best You Had,Nina Nesbitt,37,0.69,0.582,5.0,-6.259,0.0,0.0333,0.358,0.0,0.0776,0.448,122.02,3i0VfLdOUCks9DmAht65XI,176853.0,4.0
2853,Slow Motion,Charlotte Lawrence,2,0.665,0.61,0.0,-7.655,0.0,0.0436,0.423,0.0,0.127,0.473,127.971,30I7kdtPa1Nmun5I5bns7Q,183850.0,4.0
1194,Half a Heart,One Direction,2,0.515,0.714,0.0,-4.516,1.0,0.0348,0.286,0.0,0.118,0.495,155.954,6nIE1oCE4udqMGv3bqVNVb,188547.0,4.0
4127,reckless driving,Lizzy McAlpine,23,0.532,0.39,0.0,-10.495,1.0,0.234,0.684,0.0,0.184,0.431,199.956,5GpEHUNI0T7L7H3DnAaBXh,189247.0,4.0
3242,They Just Exist,Gatton,18,0.528,0.394,11.0,-10.402,1.0,0.0582,0.799,0.0,0.354,0.231,134.309,4l11LJwxT4t80GbBwFlUPt,176299.0,4.0
2373,Only a Matter of Time,Joshua Bassett,1,0.504,0.271,7.0,-9.988,1.0,0.0305,0.883,0.0,0.122,0.45,83.973,6QpPVC3iLIlWuYsm5kwIke,194093.0,5.0
